UTaU_1AB_M1W_0, 0.0839021, 0.770725, 639972
UTaU_1AB_M1W_1, 0.177044, 0.736929, 639986
UTaU_1AB_M1W_2, 0.106309, 0.715565, 639993
UTaU_1AB_M1W_3, 0.21271, 0.672537, 639998
UTaU_1AB_M2_0, 0.0937414, 0.982052, 636869
UTaU_1AB_M2_1, -0.0657096, 0.877917, 636924
UTaU_1AB_M2_2, -0.144336, 0.820877, 637581
UTaU_1AB_M2_3, -0.0154597, 0.936723, 634293
UTaU_1AB_M3_0, -0.0603607, 0.933359, 636954
UTaU_1AB_M3_1, -0.136432, 0.971192, 634799
UTaU_1AB_M3_2, -0.181694, 0.979508, 635183
UTaU_1AB_M3_3, -0.276037, 0.994062, 635991
UTaU_1AB_M4_0, -0.150768, 1.24413, 639114
UTaU_1AB_M4_1, 0.297876, 1.23215, 639236
UTaU_1AB_M4_2, -0.0635085, 0.874259, 639426
UTaU_1AB_M4_3, 0.32139, 0.747767, 639705
UTaU_1AB_S1E_0, -0.162198, 0.741244, 639977
UTaU_1AB_S1E_1, -0.0961043, 0.666082, 639982
UTaU_1AB_S1E_2, 0.0263609, 0.511056, 640000
UTaU_1AB_S1E_3, 0.0765969, 0.443852, 640000
UTaU_1AB_S1W_0, 0.207618, 0.96321, 638663
UTaU_1AB_S1W_1, -0.323442, 0.796304, 639670
UTaU_1AB_S1W_2, -0.254171, 0.747306, 639916
UTaU_1AB_S1W_3, -0.273002, 0.691646, 639973
UTaU_1AB_S2E_0, 0.21306, 1.09146, 639760
UTaU_1AB_S2E_1, -0.0822756, 1.1834, 639339
UTaU_1AB_S2E_2, -0.108916, 1.21858, 639127
UTaU_1AB_S2E_3, -0.146725, 1.34186, 638247
UTaU_1AB_S2W_0, -0.137783, 1.20898, 639671
UTaU_1AB_S2W_1, -0.00156824, 1.30974, 639570
UTaU_1AB_S2W_2, 0.204099, 0.905217, 638553
UTaU_1AB_S2W_3, -0.215321, 1.07433, 639668
UTaU_1AB_S3_0, -0.0146711, 0.940867, 637648
UTaU_1AB_S3_1, -0.0186485, 0.917047, 637747
UTaU_1AB_S3_2, -0.0673648, 0.912882, 638301
UTaU_1AB_S3_3, -0.0329039, 0.77027, 639711
UTaU_1AB_S4_0, 0.0873119, 0.987165, 634209
UTaU_1AB_S4_1, 0.109206, 0.99467, 637547
UTaU_1AB_S4_2, -0.0818318, 0.932249, 638786
UTaU_1AB_S4_3, -0.0608786, 1.06851, 638533
UTaU_1AT_M1E_0, 0.00945787, 0.675081, 639996
UTaU_1AT_M1E_1, 0.205441, 0.674932, 639998
UTaU_1AT_M1E_2, -0.102039, 0.759478, 639778
UTaU_1AT_M1E_3, -0.124043, 0.757687, 639722
UTaU_1AT_M1W_0, -0.251904, 0.768285, 639943
UTaU_1AT_M1W_1, 0.0583306, 0.727, 639990
UTaU_1AT_M1W_2, -0.268597, 0.716774, 639956
UTaU_1AT_M1W_3, -0.019619, 0.675927, 639992
UTaU_1AT_M2_0, -0.102136, 0.911291, 637187
UTaU_1AT_M2_1, 0.191279, 0.85253, 637651
UTaU_1AT_M2_2, -0.134955, 0.950432, 634248
UTaU_1AT_M2_3, 0.0217301, 0.969121, 636535
UTaU_1AT_M3_0, 0.166766, 1.22369, 639362
UTaU_1AT_M3_1, 0.341376, 1.09684, 639682
UTaU_1AT_M3_2, 0.132993, 1.06282, 638372
UTaU_1AT_M3_3, -0.100117, 0.932768, 638864
UTaU_1AT_M4_0, 0.0949267, 1.02342, 638050
UTaU_1AT_M4_1, 0.300831, 1.09842, 639245
UTaU_1AT_M4_2, -0.0802404, 1.02387, 637335
UTaU_1AT_M4_3, 0.0158751, 1.03587, 633380
UTaU_1AT_S1E_0, 0.00884696, 0.686156, 639994
UTaU_1AT_S1E_1, 0.0706704, 0.576594, 639999
UTaU_1AT_S1E_2, 0.1077, 0.459379, 640000
UTaU_1AT_S1E_3, 0.123419, 0.420322, 640000
UTaU_1AT_S1W_1, 0.307246, 0.681569, 639992
UTaU_1AT_S1W_2, 0.140918, 0.675244, 639998
UTaU_1AT_S1W_3, -0.000995316, 0.671918, 639998
UTaU_1AT_S2E_0, 0.0681504, 0.985618, 638338
UTaU_1AT_S2E_1, 0.246149, 0.977387, 636250
UTaU_1AT_S2E_2, 0.17102, 1.00302, 636143
UTaU_1AT_S2E_3, 0.125608, 1.03097, 635825
UTaU_1AT_S2W_0, 0.0145761, 0.897031, 636590
UTaU_1AT_S2W_1, -0.0921102, 1.14887, 639701
UTaU_1AT_S2W_2, -0.0418822, 1.08067, 639962
UTaU_1AT_S2W_3, 0.183175, 1.01003, 638978
UTaU_1AT_S3_0, 0.00739648, 1.23691, 639358
UTaU_1AT_S3_1, 0.110345, 1.15926, 639711
UTaU_1AT_S3_2, -0.0891036, 0.93884, 636428
UTaU_1AT_S3_3, 0.0276318, 0.922646, 637634
UTaU_1AT_S4_0, -0.00529359, 0.969062, 635485
UTaU_1AT_S4_1, -0.0580675, 1.14572, 639756
UTaU_1AT_S4_2, -0.00470608, 1.2153, 638961
UTaU_1AT_S4_3, 0.0619599, 1.23631, 638607
UTaU_1CB_M1E_0, -0.0299147, 0.72291, 639987
UTaU_1CB_M1E_1, 0.0749125, 0.725423, 639987
UTaU_1CB_M1E_2, 0.379611, 0.71555, 639950
UTaU_1CB_M1E_3, 0.249536, 0.753376, 639939
UTaU_1CB_M1W_0, -0.238424, 0.756736, 639893
UTaU_1CB_M1W_1, 0.128897, 0.853889, 639757
UTaU_1CB_M1W_2, -0.170602, 0.736116, 639958
UTaU_1CB_M1W_3, -0.263529, 0.765234, 639900
UTaU_1CB_M2_0, -0.0857285, 1.10732, 637699
UTaU_1CB_M2_1, 0.052023, 0.959691, 635200
UTaU_1CB_M2_2, 0.106742, 0.927686, 634277
UTaU_1CB_M2_3, 0.0319964, 1.09646, 637384
UTaU_1CB_M3_0, -0.189919, 1.06711, 638372
UTaU_1CB_M3_1, -0.0282861, 1.04825, 639820
UTaU_1CB_M3_2, -0.0414995, 1.03292, 638971
UTaU_1CB_M3_3, 0.121656, 1.12813, 639584
UTaU_1CB_M4_0, 0.0050153, 1.10611, 638247
UTaU_1CB_M4_1, -0.120708, 0.981095, 637578
UTaU_1CB_M4_2, -0.134231, 1.04072, 638475
UTaU_1CB_M4_3, -0.190047, 1.05735, 636512
UTaU_1CB_S1E_0, -0.163474, 0.77905, 639914
UTaU_1CB_S1E_1, -0.129157, 0.642218, 639974
UTaU_1CB_S1E_2, 0.000267188, 0.485613, 640000
UTaU_1CB_S1E_3, -0.0272609, 0.479015, 640000
UTaU_1CB_S1W_0, -0.358042, 0.786472, 639723
UTaU_1CB_S1W_1, -0.0787318, 0.754012, 639970
UTaU_1CB_S1W_2, -0.0864036, 0.755102, 639950
UTaU_1CB_S1W_3, 0.0193117, 0.742711, 639975
UTaU_1CB_S2E_0, 0.22096, 1.03982, 639411
UTaU_1CB_S2E_1, -0.247386, 0.941568, 632005
UTaU_1CB_S2E_2, 0.0348585, 0.953238, 635972
UTaU_1CB_S2E_3, 0.14265, 0.944671, 635212
UTaU_1CB_S2W_0, -0.0012087, 0.968984, 636220
UTaU_1CB_S2W_1, 0.0422968, 1.03184, 636644
UTaU_1CB_S2W_2, -0.115554, 1.18139, 639444
UTaU_1CB_S2W_3, 0.112318, 1.15823, 639819
UTaU_1CB_S3_0, -0.103451, 1.19831, 637856
UTaU_1CB_S3_1, -0.143813, 1.11575, 637587
UTaU_1CB_S3_2, -0.0540699, 1.01428, 633347
UTaU_1CB_S3_3, 0.0490866, 0.925522, 635917
UTaU_1CB_S4_0, -0.0230445, 0.967152, 634684
UTaU_1CB_S4_1, 0.194357, 0.950524, 632906
UTaU_1CB_S4_2, 0.138545, 1.03625, 636053
UTaU_1CB_S4_3, -0.00218791, 1.13379, 639423
UTaU_1CT_M1E_0, 0.134379, 0.69312, 639995
UTaU_1CT_M1E_1, 0.33543, 0.669528, 639987
UTaU_1CT_M1E_2, -0.155983, 0.797266, 639417
UTaU_1CT_M1E_3, 0.174949, 0.785861, 639765
UTaU_1CT_M1W_0, 0.269857, 0.720965, 639939
UTaU_1CT_M1W_1, 0.269797, 0.797, 639863
UTaU_1CT_M1W_2, -0.300862, 0.711299, 639947
UTaU_1CT_M1W_3, -0.131746, 0.703374, 639987
UTaU_1CT_M2_0, 0.135601, 1.33823, 638998
UTaU_1CT_M2_1, 0.204867, 1.49868, 639972
UTaU_1CT_M2_2, -0.0185123, 1.42963, 639844
UTaU_1CT_M2_3, -0.0995604, 1.01274, 638115
UTaU_1CT_M3_0, 0.174977, 0.989906, 633848
UTaU_1CT_M3_1, -0.114815, 1.04091, 639749
UTaU_1CT_M3_2, 0.176553, 1.18309, 639718
UTaU_1CT_M3_3, -0.129251, 1.22903, 639579
UTaU_1CT_M4_0, -0.0700972, 1.22177, 639341
UTaU_1CT_M4_1, -0.0264792, 1.18163, 639710
UTaU_1CT_M4_2, -0.0212187, 0.994813, 638540
UTaU_1CT_M4_3, 0.144863, 0.970644, 639030
UTaU_1CT_S1E_0, 0.11129, 0.722715, 639985
UTaU_1CT_S1E_1, 0.127721, 0.630982, 639997
UTaU_1CT_S1E_2, 0.157016, 0.508702, 640000
