UTaU_1AB_M1W_0, -0.146555, 0.605392, 639946
UTaU_1AB_M1W_1, -0.168713, 0.596478, 639945
UTaU_1AB_M1W_2, -0.254767, 0.59365, 639937
UTaU_1AB_M1W_3, 0.130081, 0.741438, 639939
UTaU_1AB_M2_0, 0.136228, 1.04824, 637452
UTaU_1AB_M2_1, 0.146124, 0.923643, 637882
UTaU_1AB_M2_2, -0.0999569, 0.905574, 638675
UTaU_1AB_M2_3, 0.0140589, 0.798222, 639736
UTaU_1AB_M3_0, 0.120142, 1.01749, 635705
UTaU_1AB_M3_1, 0.264601, 0.942763, 637489
UTaU_1AB_M3_2, 0.091825, 0.95745, 637539
UTaU_1AB_M3_3, 0.31311, 0.956169, 635965
UTaU_1AB_M4_0, 0.0748449, 1.05229, 636049
UTaU_1AB_M4_1, 0.14451, 1.0467, 635666
UTaU_1AB_M4_2, 0.0385728, 0.923402, 637107
UTaU_1AB_M4_3, -0.10643, 0.75857, 639904
UTaU_1AB_S1E_0, 0.365849, 0.761146, 639800
UTaU_1AB_S1E_1, -0.288157, 0.680469, 639960
UTaU_1AB_S1E_2, -0.310461, 0.546246, 640000
UTaU_1AB_S1E_3, -0.109164, 0.455892, 640000
UTaU_1AB_S1W_0, -0.319863, 0.709642, 639958
UTaU_1AB_S1W_1, -0.283086, 0.679022, 639989
UTaU_1AB_S1W_2, -0.358507, 0.69157, 639956
UTaU_1AB_S1W_3, 0.0704955, 0.827852, 639899
UTaU_1AB_S2E_0, 0.169555, 0.981682, 635322
UTaU_1AB_S2E_1, -0.099423, 0.994499, 638313
UTaU_1AB_S2E_2, -0.150785, 1.08805, 638989
UTaU_1AB_S2E_3, 0.142419, 1.14069, 639789
UTaU_1AB_S2W_0, -0.0847326, 0.856603, 638208
UTaU_1AB_S2W_1, 0.0039471, 0.900605, 635657
UTaU_1AB_S2W_2, -0.101612, 0.798509, 639167
UTaU_1AB_S2W_3, -0.0331856, 0.870477, 636903
UTaU_1AB_S3_0, 0.0112526, 0.760095, 639675
UTaU_1AB_S3_1, -0.188282, 0.726853, 639571
UTaU_1AB_S3_2, -0.0577054, 0.712086, 639854
UTaU_1AB_S3_3, 0.00872216, 0.672092, 639979
UTaU_1AB_S4_0, -0.0760806, 1.01214, 636706
UTaU_1AB_S4_1, -0.145875, 0.973857, 637496
UTaU_1AB_S4_2, -0.0869765, 0.934881, 638115
UTaU_1AB_S4_3, 0.143053, 1.09128, 639384
UTaU_1AT_M1E_0, -0.204202, 0.661944, 639998
UTaU_1AT_M1E_1, -0.24906, 0.67865, 639986
UTaU_1AT_M1E_2, -0.265509, 0.699606, 639978
UTaU_1AT_M1E_3, -0.360238, 0.708066, 639940
UTaU_1AT_M1W_0, -0.343693, 0.648903, 639803
UTaU_1AT_M1W_1, -0.0421839, 0.775954, 639865
UTaU_1AT_M1W_2, 0.36447, 0.663699, 639973
UTaU_1AT_M1W_3, 0.208468, 0.642226, 639997
UTaU_1AT_M2_0, -0.0499662, 1.04027, 639012
UTaU_1AT_M2_1, 0.127306, 0.988128, 637914
UTaU_1AT_M2_2, -0.131259, 0.973367, 638188
UTaU_1AT_M2_3, 0.106926, 0.844165, 639510
UTaU_1AT_M3_0, -0.0202222, 0.998594, 634501
UTaU_1AT_M3_1, 0.255535, 1.068, 638207
UTaU_1AT_M3_2, 0.0625982, 1.12596, 639651
UTaU_1AT_M3_3, 0.048451, 1.07509, 638295
UTaU_1AT_M4_0, 0.0961742, 0.982119, 635763
UTaU_1AT_M4_1, -0.182423, 1.02613, 637657
UTaU_1AT_M4_2, -0.063903, 1.00747, 635573
UTaU_1AT_M4_3, -0.117953, 1.08165, 635755
UTaU_1AT_S1E_0, 0.248002, 0.705028, 639995
UTaU_1AT_S1E_1, 0.303286, 0.64666, 639981
UTaU_1AT_S1E_2, 0.355611, 0.52398, 640000
UTaU_1AT_S1E_3, 0.304945, 0.4852, 640000
UTaU_1AT_S1W_1, -0.0547678, 0.691069, 639993
UTaU_1AT_S1W_2, -0.204324, 0.695151, 639982
UTaU_1AT_S1W_3, -0.17368, 0.700678, 639983
UTaU_1AT_S2E_0, -0.0464306, 0.935845, 638437
UTaU_1AT_S2E_1, -0.127159, 0.956836, 637983
UTaU_1AT_S2E_2, -0.1856, 1.07141, 639860
UTaU_1AT_S2E_3, -0.17509, 1.15035, 639767
UTaU_1AT_S2W_0, 0.0956987, 0.931935, 638149
UTaU_1AT_S2W_1, -0.105618, 0.903031, 639103
UTaU_1AT_S2W_2, 0.0344424, 0.935749, 638458
UTaU_1AT_S2W_3, 0.0687724, 0.951351, 638192
UTaU_1AT_S3_0, -0.026681, 1.07504, 638357
UTaU_1AT_S3_1, 0.100364, 0.956668, 637970
UTaU_1AT_S3_2, 0.0147656, 0.848066, 638306
UTaU_1AT_S3_3, 0.0615283, 0.729802, 639803
UTaU_1AT_S4_0, 0.0318988, 0.89679, 636324
UTaU_1AT_S4_1, 0.142485, 0.909237, 634384
UTaU_1AT_S4_2, 0.0166201, 1.1177, 638445
UTaU_1AT_S4_3, -0.02527, 1.1567, 639573
UTaU_1CB_M1E_0, -0.150071, 0.707226, 639989
UTaU_1CB_M1E_1, -0.303014, 0.705354, 639967
UTaU_1CB_M1E_2, -0.351895, 0.730433, 639904
UTaU_1CB_M1E_3, 0.0924097, 0.858446, 639727
UTaU_1CB_M1W_0, -0.221272, 0.645068, 639878
UTaU_1CB_M1W_1, -0.153798, 0.625917, 639925
UTaU_1CB_M1W_2, -0.0584638, 0.792238, 639746
UTaU_1CB_M1W_3, 0.185443, 0.761509, 639830
UTaU_1CB_M2_0, -0.147383, 1.0715, 638746
UTaU_1CB_M2_1, 0.222585, 1.02976, 639496
UTaU_1CB_M2_2, -0.0464296, 1.11118, 639700
UTaU_1CB_M2_3, 0.055431, 0.971547, 637585
UTaU_1CB_M3_0, -0.0930009, 1.07613, 637370
UTaU_1CB_M3_1, -0.0282144, 1.03027, 638752
UTaU_1CB_M3_2, -0.119035, 1.13112, 639259
UTaU_1CB_M3_3, 0.103638, 1.10642, 636873
UTaU_1CB_M4_0, 0.0857057, 0.967691, 635045
UTaU_1CB_M4_1, 0.138892, 0.908015, 636003
UTaU_1CB_M4_2, 0.119129, 0.958653, 633364
UTaU_1CB_M4_3, 0.0942768, 1.08614, 636509
UTaU_1CB_S1E_0, -0.187362, 0.750069, 639933
UTaU_1CB_S1E_1, 0.139666, 0.667354, 639971
UTaU_1CB_S1E_2, -0.0353766, 0.528624, 640000
UTaU_1CB_S1E_3, -0.0480312, 0.480942, 640000
UTaU_1CB_S1W_0, 0.26332, 0.760837, 639761
UTaU_1CB_S1W_1, 0.324787, 0.803849, 639647
UTaU_1CB_S1W_2, 0.151842, 0.747734, 639896
UTaU_1CB_S1W_3, 0.0177222, 0.751743, 639931
UTaU_1CB_S2E_0, -0.161242, 0.895442, 635561
UTaU_1CB_S2E_1, 0.127213, 1.03969, 639275
UTaU_1CB_S2E_2, -0.0103252, 1.12482, 639891
UTaU_1CB_S2E_3, 0.1153, 1.11634, 639800
UTaU_1CB_S2W_0, 0.100956, 0.960052, 635774
UTaU_1CB_S2W_1, -0.175944, 0.890897, 634771
UTaU_1CB_S2W_2, -0.258069, 0.811484, 636985
UTaU_1CB_S2W_3, 0.302145, 0.809667, 638673
